"route","file path","line","element / component","attribute","label copy","label source","scope","value kind","retrieved"
"/ontology-browser","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/program-collections","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/program-collections","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/program-collections","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/program-collections","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/program-collections","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/program-collections","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/repository-matcher","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/repository-matcher","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/repository-matcher","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/repository-matcher","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/repository-matcher","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/repository-matcher","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/resources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/resources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/resources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/resources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/resources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/resources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/saved","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/saved","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/saved","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/saved","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/saved","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/saved","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/search","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/search","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/search","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/search","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/search","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/search","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/settings","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/settings","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/settings","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/settings","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/settings","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/settings","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/sources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/sources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/sources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/sources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/sources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/sources","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/diseases/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/features/[slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center/[...slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center/[...slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Search dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center/[...slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center/[...slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close About dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center/[...slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Open Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/knowledge-center/[...slug]","src/components/navigation-bar/components/nav-dropdown-item.tsx","129","dropdown toggle Button","aria-label","Close Resources dropdown","template in JSX + the dropdown labels in configs/site.config.json navigation.primary","global (nav bar)","value (resolved)",""
"/","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/404","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/about","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/advanced-search","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/changelog","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/disclaimer","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/faq","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/login","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/updates","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/ontology-browser","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/program-collections","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/repository-matcher","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/resources","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/saved","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/search","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/settings","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/sources","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/diseases","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/diseases/[slug]","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/features","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/features/[slug]","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/knowledge-center","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/knowledge-center/[...slug]","src/components/page-container/components/login-error-banner.tsx","60","CloseButton","aria-label","Dismiss login error","hardcoded in JSX","global (page container)","literal",""
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to enter term in Ontology Browser","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing multiple select in the Ontology Browser","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to expand the tree","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to navigate the hierarchy ","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to use Configure View","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to navigate from Search to Ontology Browser","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Asthma page demonstration","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Finding asthma datasets related to drug allergy","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Finding asthma datasets","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Finding open access asthma resources","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","(+1 more values not listed - 11 total at this site)","summary row","route-specific","value (summary)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to enter term in Ontology Browser","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing multiple select in the Ontology Browser","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to expand the tree","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to navigate the hierarchy ","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to use Configure View","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to navigate from Search to Ontology Browser","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Asthma page demonstration","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Finding asthma datasets related to drug allergy","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Finding asthma datasets","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Finding open access asthma resources","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","(+1 more values not listed - 11 total at this site)","summary row","route-specific","value (summary)","2026-08-26"
"/features/[slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to find proteomics malaria datasets","Strapi CMS - features markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/features/[slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to find protein expression datasets for Plasmodium falciparum","Strapi CMS - features markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/features/[slug]","src/components/mdx/components/index.tsx","363","Box as='video'","aria-label","Video showing how to find malaria and anemia datasets","Strapi CMS - features markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","value (resolved, live)","2026-08-26"
"/404","src/components/page-container/components/search/components/ai-toggle.tsx","129","IconButton","aria-label","More information about AI-assisted search","hardcoded in JSX","shared (page-container search bar)","literal",""
"/about","src/components/page-container/components/search/components/ai-toggle.tsx","129","IconButton","aria-label","More information about AI-assisted search","hardcoded in JSX","shared (page-container search bar)","literal",""
"/resources","src/components/page-container/components/search/components/ai-toggle.tsx","129","IconButton","aria-label","More information about AI-assisted search","hardcoded in JSX","shared (page-container search bar)","literal",""
"/search","src/components/page-container/components/search/components/ai-toggle.tsx","129","IconButton","aria-label","More information about AI-assisted search","hardcoded in JSX","shared (page-container search bar)","literal",""
"/404","src/components/page-container/components/search/components/input.tsx","24","SearchWithDropdown.Input (ariaLabel prop)","aria-label","Search for resources","default prop value at input.tsx:18","shared (page-container search bar)","value (resolved)",""
"/about","src/components/page-container/components/search/components/input.tsx","24","SearchWithDropdown.Input (ariaLabel prop)","aria-label","Search for resources","default prop value at input.tsx:18","shared (page-container search bar)","value (resolved)",""
"/resources","src/components/page-container/components/search/components/input.tsx","24","SearchWithDropdown.Input (ariaLabel prop)","aria-label","Search for resources","default prop value at input.tsx:18","shared (page-container search bar)","value (resolved)",""
"/search","src/components/page-container/components/search/components/input.tsx","24","SearchWithDropdown.Input (ariaLabel prop)","aria-label","Search for resources","default prop value at input.tsx:18","shared (page-container search bar)","value (resolved)",""
"/404","src/components/search-bar/index.tsx","63","Input","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/about","src/components/search-bar/index.tsx","63","Input","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/knowledge-center","src/components/search-bar/index.tsx","63","Input","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","shared","value (resolved)",""
"/knowledge-center/[...slug]","src/components/search-bar/index.tsx","63","Input","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","shared","value (resolved)",""
"/resources","src/components/search-bar/index.tsx","63","Input","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
"/search","src/components/search-bar/index.tsx","63","Input","aria-label","Search for resources","passed by src/components/page-container/components/search/components/input.tsx:24","shared","value (resolved)",""
